,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist
542,0.65,0.936,8,-4.977,0,0.0841,0.0503,0.00179,0.0711,0.472,124.04,audio_features,5fOJe6vJ3vJXMrN6v362WJ,spotify:track:5fOJe6vJ3vJXMrN6v362WJ,https://api.spotify.com/v1/tracks/5fOJe6vJ3vJXMrN6v362WJ,https://api.spotify.com/v1/audio-analysis/5fOJe6vJ3vJXMrN6v362WJ,141445,4,I WAS LOVIN' YOU,JAMES HYPE/DOTS PER INCH/AYAK
543,0.586,0.54,0,-5.761,1,0.0255,0.192,0,0.127,0.162,82.156,audio_features,5tlu2nA8GxkDx8UTKG1rLV,spotify:track:5tlu2nA8GxkDx8UTKG1rLV,https://api.spotify.com/v1/tracks/5tlu2nA8GxkDx8UTKG1rLV,https://api.spotify.com/v1/audio-analysis/5tlu2nA8GxkDx8UTKG1rLV,252302,4,PEOPLE,1975
544,0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919,audio_features,7CZyCXKG6d5ALeq41sLzbw,spotify:track:7CZyCXKG6d5ALeq41sLzbw,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,https://api.spotify.com/v1/audio-analysis/7CZyCXKG6d5ALeq41sLzbw,229573,4,TAKE WHAT YOU WANT,POST MALONE/OSBOURNE/SCOTT
545,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11E-06,0.342,0.833,119.964,audio_features,6fenHIxXuuzKB55wY4WCHP,spotify:track:6fenHIxXuuzKB55wY4WCHP,https://api.spotify.com/v1/tracks/6fenHIxXuuzKB55wY4WCHP,https://api.spotify.com/v1/audio-analysis/6fenHIxXuuzKB55wY4WCHP,168125,4,GOD IS A DANCER,TIESTO & MABEL
546,0.897,0.478,2,-12.039,1,0.565,0.0996,0,0.0662,0.733,147.921,audio_features,2BNgc0c0zXaHpao46xzqit,spotify:track:2BNgc0c0zXaHpao46xzqit,https://api.spotify.com/v1/tracks/2BNgc0c0zXaHpao46xzqit,https://api.spotify.com/v1/audio-analysis/2BNgc0c0zXaHpao46xzqit,145944,4,4AM IN COVENTRY,JAY1
547,0.521,0.746,5,-3.421,1,0.0349,0.0486,0,0.236,0.15,132.014,audio_features,600oiqLkQIJ85HvQGIQWvO,spotify:track:600oiqLkQIJ85HvQGIQWvO,https://api.spotify.com/v1/tracks/600oiqLkQIJ85HvQGIQWvO,https://api.spotify.com/v1/audio-analysis/600oiqLkQIJ85HvQGIQWvO,196107,4,THE LAST TIME,SCRIPT
548,0.854,0.554,8,-4.684,1,0.172,0.769,1.84E-06,0.0749,0.272,142.069,audio_features,5r7WvQtyPfy1xch5zMgGRp,spotify:track:5r7WvQtyPfy1xch5zMgGRp,https://api.spotify.com/v1/tracks/5r7WvQtyPfy1xch5zMgGRp,https://api.spotify.com/v1/audio-analysis/5r7WvQtyPfy1xch5zMgGRp,163121,4,BEHIND BARZ,DRAKE
549,0.444,0.0624,0,-22.069,1,0.0423,0.99,0.93,0.0954,0.102,141.384,audio_features,7vKu6hdtAkVRMYCrTIlOwm,spotify:track:7vKu6hdtAkVRMYCrTIlOwm,https://api.spotify.com/v1/tracks/7vKu6hdtAkVRMYCrTIlOwm,https://api.spotify.com/v1/audio-analysis/7vKu6hdtAkVRMYCrTIlOwm,140982,4,PLAYING FOR KEEPS,D-BLOCK EUROPE FT DAVE
550,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48E-05,0.181,0.187,92.043,audio_features,2ufmtcIFdFpuUYBPXK5f67,spotify:track:2ufmtcIFdFpuUYBPXK5f67,https://api.spotify.com/v1/tracks/2ufmtcIFdFpuUYBPXK5f67,https://api.spotify.com/v1/audio-analysis/2ufmtcIFdFpuUYBPXK5f67,181806,4,GRAVEYARD,HALSEY
551,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,audio_features,0qaWEvPkts34WF68r8Dzx9,spotify:track:0qaWEvPkts34WF68r8Dzx9,https://api.spotify.com/v1/tracks/0qaWEvPkts34WF68r8Dzx9,https://api.spotify.com/v1/audio-analysis/0qaWEvPkts34WF68r8Dzx9,208474,4,TURN ME ON,RITON & OLIVER HELDENS FT VULA
552,0.643,0.573,4,-7.034,1,0.0709,0.41,0.00017,0.0695,0.47,165.192,audio_features,694vvR5o19xHPhhJ5QdLN7,spotify:track:694vvR5o19xHPhhJ5QdLN7,https://api.spotify.com/v1/tracks/694vvR5o19xHPhhJ5QdLN7,https://api.spotify.com/v1/audio-analysis/694vvR5o19xHPhhJ5QdLN7,259747,4,NO HALO,BROCKHAMPTON
553,0.806,0.737,5,-6.648,0,0.282,0.191,0,0.343,0.689,127.925,audio_features,5MQduN4agmSbDzRATJpoHz,spotify:track:5MQduN4agmSbDzRATJpoHz,https://api.spotify.com/v1/tracks/5MQduN4agmSbDzRATJpoHz,https://api.spotify.com/v1/audio-analysis/5MQduN4agmSbDzRATJpoHz,137000,4,FREDDY,FREDO
554,0.461,0.892,0,-3.38,1,0.0397,0.000162,6.73E-05,0.126,0.573,129.999,audio_features,4QSxcUAwEx5sFitOKZfQDN,spotify:track:4QSxcUAwEx5sFitOKZfQDN,https://api.spotify.com/v1/tracks/4QSxcUAwEx5sFitOKZfQDN,https://api.spotify.com/v1/audio-analysis/4QSxcUAwEx5sFitOKZfQDN,200911,4,NOW THAT I'VE FOUND YOU,LIAM GALLAGHER
555,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,audio_features,5S9lfZu1YF8xKkgSsqL2Bd,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,https://api.spotify.com/v1/audio-analysis/5S9lfZu1YF8xKkgSsqL2Bd,257200,4,ELASTIC,AJ TRACEY
556,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,4jAIqgrPjKLTY9Gbez25Qb,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/audio-analysis/4jAIqgrPjKLTY9Gbez25Qb,172213,4,LIGHTS UP,HARRY STYLES
557,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4,HIGHEST IN THE ROOM,TRAVIS SCOTT
558,0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,audio_features,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4,SOUTH OF THE BORDER,ED SHEERAN/CABELLO/CARDI B
559,0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134.068,audio_features,3sA7HKGzcKTVscdiTCrWpX,spotify:track:3sA7HKGzcKTVscdiTCrWpX,https://api.spotify.com/v1/tracks/3sA7HKGzcKTVscdiTCrWpX,https://api.spotify.com/v1/audio-analysis/3sA7HKGzcKTVscdiTCrWpX,129105,4,OUTSIDE,D-BLOCK EUROPE
560,0.681,0.597,4,-12.623,0,0.0637,0.378,0.582,0.125,0.486,148.018,audio_features,7l8qR2ndOxgE9hbfQf6gxA,spotify:track:7l8qR2ndOxgE9hbfQf6gxA,https://api.spotify.com/v1/tracks/7l8qR2ndOxgE9hbfQf6gxA,https://api.spotify.com/v1/audio-analysis/7l8qR2ndOxgE9hbfQf6gxA,360933,4,47,WALA/MIST/BANGLEZ/STEFFLON
561,0.886,0.674,8,-4.918,0,0.449,0.49,0,0.114,0.553,144.905,audio_features,2pQvgkGz5RTvdZN6pwPnDY,spotify:track:2pQvgkGz5RTvdZN6pwPnDY,https://api.spotify.com/v1/tracks/2pQvgkGz5RTvdZN6pwPnDY,https://api.spotify.com/v1/audio-analysis/2pQvgkGz5RTvdZN6pwPnDY,198621,4,HARD TO BELIEVE,HEADIE ONE
562,0.773,0.836,9,-2.326,0,0.153,0.283,2.10E-05,0.0828,0.497,112.01,audio_features,7x9nXsowok1JszkVztI5NI,spotify:track:7x9nXsowok1JszkVztI5NI,https://api.spotify.com/v1/tracks/7x9nXsowok1JszkVztI5NI,https://api.spotify.com/v1/audio-analysis/7x9nXsowok1JszkVztI5NI,201271,4,WRITING ON THE WALL,FRENCH MONTANA/MALONE/CARDI B
563,0.66,0.611,3,-5.863,1,0.0354,0.0428,0,0.0942,0.336,89.895,audio_features,0IeaJUUR4qKMXNSngFe8KT,spotify:track:0IeaJUUR4qKMXNSngFe8KT,https://api.spotify.com/v1/tracks/0IeaJUUR4qKMXNSngFe8KT,https://api.spotify.com/v1/audio-analysis/0IeaJUUR4qKMXNSngFe8KT,168960,4,10000 HOURS,DAN & SHAY FT JUSTIN BIEBER
564,0.915,0.789,10,-5.352,0,0.231,0.611,0,0.0727,0.958,139.901,audio_features,6eyxts39VJKDfxv5QHOlRB,spotify:track:6eyxts39VJKDfxv5QHOlRB,https://api.spotify.com/v1/tracks/6eyxts39VJKDfxv5QHOlRB,https://api.spotify.com/v1/audio-analysis/6eyxts39VJKDfxv5QHOlRB,123844,4,100 THOUGHTS,SL
565,0.743,0.812,7,-3.069,1,0.132,0.153,0,0.0642,0.606,100.047,audio_features,1xU2QZ40MY4Ex2pfczZa9U,spotify:track:1xU2QZ40MY4Ex2pfczZa9U,https://api.spotify.com/v1/tracks/1xU2QZ40MY4Ex2pfczZa9U,https://api.spotify.com/v1/audio-analysis/1xU2QZ40MY4Ex2pfczZa9U,166406,4,STACK IT UP,LIAM PAYNE/A BOOGIE WIT DA
566,0.389,0.197,0,-15.956,1,0.0384,0.953,0.898,0.0974,0.0626,78.495,audio_features,3gFQOMoUwlR6aUZj81gCzu,spotify:track:3gFQOMoUwlR6aUZj81gCzu,https://api.spotify.com/v1/tracks/3gFQOMoUwlR6aUZj81gCzu,https://api.spotify.com/v1/audio-analysis/3gFQOMoUwlR6aUZj81gCzu,189800,4,ONE SUMMER,M HUNCHO
567,0.466,0.573,0,-8.724,1,0.363,0.548,0.0138,0.106,0.241,79.623,audio_features,0iv8ymjzm36TvKGsy5fZEQ,spotify:track:0iv8ymjzm36TvKGsy5fZEQ,https://api.spotify.com/v1/tracks/0iv8ymjzm36TvKGsy5fZEQ,https://api.spotify.com/v1/audio-analysis/0iv8ymjzm36TvKGsy5fZEQ,316581,4,GOD'S EYE,DAVE
568,0.214,0.0171,2,-27.573,0,0.0572,0.99,0.764,0.0976,0.0621,84.567,audio_features,6J3OJdQcxBamgSmUBbwMsb,spotify:track:6J3OJdQcxBamgSmUBbwMsb,https://api.spotify.com/v1/tracks/6J3OJdQcxBamgSmUBbwMsb,https://api.spotify.com/v1/audio-analysis/6J3OJdQcxBamgSmUBbwMsb,267320,4,10-Oct,WRETCH 32 FT GIGGS
569,0.645,0.68,9,-8.121,1,0.49,0.283,0,0.165,0.517,145.943,audio_features,0RniiBbrT5QUD9TlZvlFGo,spotify:track:0RniiBbrT5QUD9TlZvlFGo,https://api.spotify.com/v1/tracks/0RniiBbrT5QUD9TlZvlFGo,https://api.spotify.com/v1/audio-analysis/0RniiBbrT5QUD9TlZvlFGo,161140,5,2 ON 2,TION WAYNE & JAY1
570,0.76,0.853,6,-7.534,0,0.284,0.0451,0,0.117,0.658,102.964,audio_features,0qQFyJw6mbLyzWSWmx1poL,spotify:track:0qQFyJw6mbLyzWSWmx1poL,https://api.spotify.com/v1/tracks/0qQFyJw6mbLyzWSWmx1poL,https://api.spotify.com/v1/audio-analysis/0qQFyJw6mbLyzWSWmx1poL,207233,4,2 CUPS,LIZZY/TORY LANEZ/FREDO/POPCAAN
571,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,audio_features,7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387,4,LOSE CONTROL,MEDUZA/BECKY HILL/GOODBOYS
572,0.895,0.778,1,-6.4,0,0.184,0.351,7.67E-05,0.0934,0.739,141.984,audio_features,4VRE2Ler8le7DUymvKepY1,spotify:track:4VRE2Ler8le7DUymvKepY1,https://api.spotify.com/v1/tracks/4VRE2Ler8le7DUymvKepY1,https://api.spotify.com/v1/audio-analysis/4VRE2Ler8le7DUymvKepY1,196154,4,OPP THOT,POUNDZ
573,0.591,0.841,4,-4.351,0,0.0304,0.0119,0,0.395,0.392,109.034,audio_features,3cphb8kdsjElYR7r5icK3H,spotify:track:3cphb8kdsjElYR7r5icK3H,https://api.spotify.com/v1/tracks/3cphb8kdsjElYR7r5icK3H,https://api.spotify.com/v1/audio-analysis/3cphb8kdsjElYR7r5icK3H,158805,4,NICE TO MEET YA,NIALL HORAN
574,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,audio_features,6Gg1gjgKi2AK4e0qzsR7sd,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,https://api.spotify.com/v1/tracks/6Gg1gjgKi2AK4e0qzsR7sd,https://api.spotify.com/v1/audio-analysis/6Gg1gjgKi2AK4e0qzsR7sd,189323,4,BANDIT,JUICE WRLD/YOUNGBOY NEVER
575,0.847,0.616,5,-5.989,1,0.0744,0.0415,0,0.14,0.15,119.039,audio_features,0gPiGQtJUnlv8GaXzvA0HA,spotify:track:0gPiGQtJUnlv8GaXzvA0HA,https://api.spotify.com/v1/tracks/0gPiGQtJUnlv8GaXzvA0HA,https://api.spotify.com/v1/audio-analysis/0gPiGQtJUnlv8GaXzvA0HA,177563,4,SKRR,YXNG BANE FT OFB
576,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,audio_features,4sjiIpEv617LDXaidKioOI,spotify:track:4sjiIpEv617LDXaidKioOI,https://api.spotify.com/v1/tracks/4sjiIpEv617LDXaidKioOI,https://api.spotify.com/v1/audio-analysis/4sjiIpEv617LDXaidKioOI,176640,4,223'S,YNW MELLY FT 9LOKKNINE
577,0.679,0.728,5,-3.092,0,0.154,0.159,0,0.107,0.46,152.001,audio_features,3TTMUI5dFcbeNSDTTDY9M8,spotify:track:3TTMUI5dFcbeNSDTTDY9M8,https://api.spotify.com/v1/tracks/3TTMUI5dFcbeNSDTTDY9M8,https://api.spotify.com/v1/audio-analysis/3TTMUI5dFcbeNSDTTDY9M8,181013,4,COME THRU,SUMMER WALKER/USHER
578,0.469,0.848,7,-4.556,0,0.337,0.0679,1.35E-05,0.159,0.81,73.936,audio_features,2cgELeRnPeDFuGrY96Lj6m,spotify:track:2cgELeRnPeDFuGrY96Lj6m,https://api.spotify.com/v1/tracks/2cgELeRnPeDFuGrY96Lj6m,https://api.spotify.com/v1/audio-analysis/2cgELeRnPeDFuGrY96Lj6m,201600,3,TRUST ISSUES,NSG
579,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,audio_features,05mDaV9Vb3wrzjF6OPZnhq,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/tracks/05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/audio-analysis/05mDaV9Vb3wrzjF6OPZnhq,150867,4,SAINT-TROPEZ,POST MALONE
580,0.652,0.798,0,-8.563,1,0.0288,0.359,0.00096,0.0806,0.776,127.999,audio_features,3gvop6gMwnUvGiCfY5iCJK,spotify:track:3gvop6gMwnUvGiCfY5iCJK,https://api.spotify.com/v1/tracks/3gvop6gMwnUvGiCfY5iCJK,https://api.spotify.com/v1/audio-analysis/3gvop6gMwnUvGiCfY5iCJK,247250,4,SUN QUEEN,GERRY CINNAMON
581,0.826,0.817,2,-4.081,1,0.0921,0.00502,1.09E-05,0.294,0.168,97.053,audio_features,6wyr4ReB05D9sJB1Rsmcqo,spotify:track:6wyr4ReB05D9sJB1Rsmcqo,https://api.spotify.com/v1/tracks/6wyr4ReB05D9sJB1Rsmcqo,https://api.spotify.com/v1/audio-analysis/6wyr4ReB05D9sJB1Rsmcqo,235497,4,CHICKEN NOODLE SOUP,J-HOPE FT BECKY G
582,0.681,0.736,8,-7.501,1,0.0743,0.13,0.00511,0.073,0.26,106.958,audio_features,68e673a92s9HYTeZQD3sBX,spotify:track:68e673a92s9HYTeZQD3sBX,https://api.spotify.com/v1/tracks/68e673a92s9HYTeZQD3sBX,https://api.spotify.com/v1/audio-analysis/68e673a92s9HYTeZQD3sBX,216373,4,DON'T LEAVE ME LONELY,MARK RONSON FT YEBBA
583,0.91,0.645,5,-9.377,1,0.327,0.00373,0,0.0599,0.332,139.969,audio_features,25eKX2aM9U87ZMqVoJ1bAC,spotify:track:25eKX2aM9U87ZMqVoJ1bAC,https://api.spotify.com/v1/tracks/25eKX2aM9U87ZMqVoJ1bAC,https://api.spotify.com/v1/audio-analysis/25eKX2aM9U87ZMqVoJ1bAC,165373,4,CAT PACK,AJ TRACEY
584,0.681,0.726,7,-5.1,1,0.0453,0.162,0,0.119,0.819,84.98,audio_features,5TI10v8sy9VPp5YhVRVK1f,spotify:track:5TI10v8sy9VPp5YhVRVK1f,https://api.spotify.com/v1/tracks/5TI10v8sy9VPp5YhVRVK1f,https://api.spotify.com/v1/audio-analysis/5TI10v8sy9VPp5YhVRVK1f,176729,4,LONELY,DIPLO & JONAS BROTHERS
585,0.862,0.685,0,-7.699,0,0.242,0.0342,0,0.204,0.672,100.024,audio_features,77KMttn3Lic7ZQKDlPqp8v,spotify:track:77KMttn3Lic7ZQKDlPqp8v,https://api.spotify.com/v1/tracks/77KMttn3Lic7ZQKDlPqp8v,https://api.spotify.com/v1/audio-analysis/77KMttn3Lic7ZQKDlPqp8v,172800,4,INTRO,DABABY
586,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,audio_features,0lsRatBUs9HNIZAmoGABzk,spotify:track:0lsRatBUs9HNIZAmoGABzk,https://api.spotify.com/v1/tracks/0lsRatBUs9HNIZAmoGABzk,https://api.spotify.com/v1/audio-analysis/0lsRatBUs9HNIZAmoGABzk,184060,4,TRAMPOLINE,SHAED
587,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55E-06,0.0966,0.355,128.073,audio_features,46D0hYb1B7qiU33VtXt21W,spotify:track:46D0hYb1B7qiU33VtXt21W,https://api.spotify.com/v1/tracks/46D0hYb1B7qiU33VtXt21W,https://api.spotify.com/v1/audio-analysis/46D0hYb1B7qiU33VtXt21W,194686,4,EASY,CAMILA CABELLO
588,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,DON'T START NOW,DUA LIPA
589,0.561,0.71,1,-4.676,1,0.351,0.0302,0,0.122,0.618,99.011,audio_features,5vIXEk3u02WHbcD0h2ozhm,spotify:track:5vIXEk3u02WHbcD0h2ozhm,https://api.spotify.com/v1/tracks/5vIXEk3u02WHbcD0h2ozhm,https://api.spotify.com/v1/audio-analysis/5vIXEk3u02WHbcD0h2ozhm,208427,4,MUST BE,J HUS
590,0.898,0.893,1,-7.255,1,0.224,0.207,9.33E-05,0.061,0.653,129.05,audio_features,4tcPIwy0UvLYjhXLrMyx89,spotify:track:4tcPIwy0UvLYjhXLrMyx89,https://api.spotify.com/v1/tracks/4tcPIwy0UvLYjhXLrMyx89,https://api.spotify.com/v1/audio-analysis/4tcPIwy0UvLYjhXLrMyx89,150635,4,PUMP IT UP,ENDOR
591,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,audio_features,4l0Mvzj72xxOpRrp6h8nHi,spotify:track:4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,https://api.spotify.com/v1/audio-analysis/4l0Mvzj72xxOpRrp6h8nHi,206459,4,LOSE YOU TO LOVE ME,SELENA GOMEZ
592,0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913,audio_features,5aUSEPNd3m5xliFK4pn5mU,spotify:track:5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/tracks/5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/audio-analysis/5aUSEPNd3m5xliFK4pn5mU,210901,3,GOOD THING,ZEDD & KEHLANI
593,0.859,0.619,6,-9.434,1,0.121,0.137,0,0.0933,0.631,132.01,audio_features,31m40qBxoj4iMSnQLkq8nP,spotify:track:31m40qBxoj4iMSnQLkq8nP,https://api.spotify.com/v1/tracks/31m40qBxoj4iMSnQLkq8nP,https://api.spotify.com/v1/audio-analysis/31m40qBxoj4iMSnQLkq8nP,221818,4,NETFLIX & CHILL,FREDO
594,0.887,0.594,1,-7.7,1,0.294,0.204,1.54E-06,0.0858,0.663,139.97,audio_features,1gFMfqyVSXHMgvRloH2gDL,spotify:track:1gFMfqyVSXHMgvRloH2gDL,https://api.spotify.com/v1/tracks/1gFMfqyVSXHMgvRloH2gDL,https://api.spotify.com/v1/audio-analysis/1gFMfqyVSXHMgvRloH2gDL,179627,4,PAPER CUTS,DAVE
595,0.591,0.8,1,-4.956,1,0.286,0.353,0,0.247,0.592,139.472,audio_features,4etKC4ngPKsQDHUMnYgV3A,spotify:track:4etKC4ngPKsQDHUMnYgV3A,https://api.spotify.com/v1/tracks/4etKC4ngPKsQDHUMnYgV3A,https://api.spotify.com/v1/audio-analysis/4etKC4ngPKsQDHUMnYgV3A,175462,4,DOWN LIKE THAT,KSI/RICK ROSS/LIL BABY/S-X
596,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21E-05,0.0426,0.434,180.291,audio_features,2QpGZOhTCHHiKmpSO9FW4h,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,https://api.spotify.com/v1/tracks/2QpGZOhTCHHiKmpSO9FW4h,https://api.spotify.com/v1/audio-analysis/2QpGZOhTCHHiKmpSO9FW4h,104591,4,FOLLOW GOD,KANYE WEST
597,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5,ROXANNE,ARIZONA ZERVAS
598,0.961,0.461,9,-8.684,1,0.27,0.202,0.00402,0.162,0.324,108.028,audio_features,0PXukVbYpvz40KcEFKnIw7,spotify:track:0PXukVbYpvz40KcEFKnIw7,https://api.spotify.com/v1/tracks/0PXukVbYpvz40KcEFKnIw7,https://api.spotify.com/v1/audio-analysis/0PXukVbYpvz40KcEFKnIw7,207640,4,DON'T RUSH,YOUNG T & BUGSEY FT HEADIE ONE
599,0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,audio_features,39JRmdKFka1Oe09FoOCPI4,spotify:track:39JRmdKFka1Oe09FoOCPI4,https://api.spotify.com/v1/tracks/39JRmdKFka1Oe09FoOCPI4,https://api.spotify.com/v1/audio-analysis/39JRmdKFka1Oe09FoOCPI4,164620,3,SELAH,KANYE WEST
600,0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,audio_features,3JWiDGQX2eTlFvKj3Yssj3,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/tracks/3JWiDGQX2eTlFvKj3Yssj3,https://api.spotify.com/v1/audio-analysis/3JWiDGQX2eTlFvKj3Yssj3,151873,4,CLOSED ON SUNDAY,KANYE WEST
601,0.92,0.616,7,-4.522,1,0.209,0.0473,0,0.173,0.62,97.749,audio_features,7r8KGFyID2uExN5FupG4AT,spotify:track:7r8KGFyID2uExN5FupG4AT,https://api.spotify.com/v1/tracks/7r8KGFyID2uExN5FupG4AT,https://api.spotify.com/v1/audio-analysis/7r8KGFyID2uExN5FupG4AT,191160,4,FLOSS,AJ TRACEY FT MOSTACK & NOT3S
602,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,audio_features,7lQWRAjyhTpCWFC0jmclT4,spotify:track:7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/tracks/7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/audio-analysis/7lQWRAjyhTpCWFC0jmclT4,240693,4,GANGSTA,DARKOO & ONE ACEN
603,0.753,0.564,10,-7.908,0,0.252,0.114,0.0273,0.359,0.55,77.342,audio_features,7eOkHIcaoUhngxxypM5Ajr,spotify:track:7eOkHIcaoUhngxxypM5Ajr,https://api.spotify.com/v1/tracks/7eOkHIcaoUhngxxypM5Ajr,https://api.spotify.com/v1/audio-analysis/7eOkHIcaoUhngxxypM5Ajr,162596,5,LOOK AT HER NOW,SELENA GOMEZ
604,0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975,audio_features,6muOWhMh7Tf0UFUtMDBhUR,spotify:track:6muOWhMh7Tf0UFUtMDBhUR,https://api.spotify.com/v1/tracks/6muOWhMh7Tf0UFUtMDBhUR,https://api.spotify.com/v1/audio-analysis/6muOWhMh7Tf0UFUtMDBhUR,197533,4,ORPHANS,COLDPLAY
605,0.671,0.277,6,-11.185,0,0.0549,0.8,0.000325,0.0657,0.173,124.008,audio_features,1FBuBhNZ8dmjUBWR58UOQv,spotify:track:1FBuBhNZ8dmjUBWR58UOQv,https://api.spotify.com/v1/tracks/1FBuBhNZ8dmjUBWR58UOQv,https://api.spotify.com/v1/audio-analysis/1FBuBhNZ8dmjUBWR58UOQv,123891,4,TELL ME,KREPT & KONAN/D-BLOCK/HUSSLE
606,0.576,0.453,3,-4.4,1,0.0294,0.814,0,0.267,0.418,107.89,audio_features,114xcQz8sZ6fxRBTZmgmNE,spotify:track:114xcQz8sZ6fxRBTZmgmNE,https://api.spotify.com/v1/tracks/114xcQz8sZ6fxRBTZmgmNE,https://api.spotify.com/v1/audio-analysis/114xcQz8sZ6fxRBTZmgmNE,195452,4,BETTER HALF OF ME,TOM WALKER
607,0.599,0.789,1,-4.077,0,0.385,0.175,1.67E-05,0.092,0.644,139.812,audio_features,2uuAE79hwuYDzEI20wDRpy,spotify:track:2uuAE79hwuYDzEI20wDRpy,https://api.spotify.com/v1/tracks/2uuAE79hwuYDzEI20wDRpy,https://api.spotify.com/v1/audio-analysis/2uuAE79hwuYDzEI20wDRpy,165774,5,G LOVE,KREPT & KONAN/WIZKID
608,0.722,0.812,9,-3.352,0,0.0924,0.0205,2.51E-05,0.131,0.657,124.909,audio_features,35mMXfym6C9VOTUVrcKKZp,spotify:track:35mMXfym6C9VOTUVrcKKZp,https://api.spotify.com/v1/tracks/35mMXfym6C9VOTUVrcKKZp,https://api.spotify.com/v1/audio-analysis/35mMXfym6C9VOTUVrcKKZp,213041,4,WE GOT LOVE,SIGALA FT ELLA HENDERSON
