artist,chart_position,country,production_house,title,week,weeks_on_chart
RUSS SPLASH/DIGGA D,48,UK,VIRGIN,MR SHEEEN,27,2
TIESTO/JONAS BLUE/RITA ORA,49,UK,VIRGIN,RITUAL,27,5
OFFSET FT CARDI B,96,UK,MOTOWN/QUALITY CONTROL,CLOUT,20,4
ED SHEERAN,97,UK,ASYLUM,SHAPE OF YOU,20,97
QUEEN,98,UK,ISLAND,BOHEMIAN RHAPSODY,20,44
DAVE FT J HUS,99,UK,BLACK BUTTER/DAVE NBOURHOOD,DISASTER,20,10
KOFFEE,100,UK,COLUMBIA,TOAST,20,7
ED SHEERAN FT KHALID,1,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,29,3
MARSHMELLO FT BASTILLE,79,UK,POSITIVA,HAPPIER,22,41
ARIANA GRANDE,80,UK,REPUBLIC RECORDS,7 RINGS,22,19
DJ KHALED FT CARDI B/21 SAVAGE,81,UK,BLACK BUTTER/WE THE BEST,WISH WISH,22,1
NAOMI SCOTT,82,UK,WALT DISNEY,SPEECHLESS (FULL),22,1
ED SHEERAN,83,UK,ASYLUM,PERFECT,22,106
DADDY YANKEE/KATY PERRY/SNOW,84,UK,VIRGIN,CON CALMA,22,9
SIGRID,85,UK,ISLAND,DON'T FEEL LIKE CRYING,22,16
FISHER,86,UK,GOOD COMPANY,YOU LITTLE BEAUTY,22,3
JAX JONES/MARTIN SOLVEIG/BEER,41,UK,POLYDOR,ALL DAY AND NIGHT,26,13
CALVIN HARRIS & RAG'N'BONE MAN,42,UK,COLUMBIA,GIANT,26,24
MARK RONSON FT LYKKE LI,43,UK,COLUMBIA,LATE NIGHT FEELINGS,26,11
JAMES ARTHUR,44,UK,COLUMBIA,FALLING LIKE THE STARS,26,7
JONAS BROTHERS,82,UK,POLYDOR,COOL,18,4
OFFSET FT CARDI B,83,UK,MOTOWN/QUALITY CONTROL,CLOUT,18,2
BEYONCE,84,UK,COLUMBIA/PARKWOOD ENT,SORRY,18,5
DADDY YANKEE/KATY PERRY/SNOW,85,UK,VIRGIN,CON CALMA,18,5
RITA ORA,86,UK,ATLANTIC,ONLY WANT YOU,18,10
ED SHEERAN,87,UK,ASYLUM,PERFECT,18,102
SAM FENDER,66,UK,POLYDOR,HYPERSONIC MISSILES,21,1
DUNCAN LAURENCE,67,UK,UMG INTERNATIONAL,ARCADE,21,1
SLIPKNOT,68,UK,ROADRUNNER,UNSAINTED,21,1
PANIC AT THE DISCO,69,UK,FUELED BY RAMEN,HIGH HOPES,21,45
CHARLI XCX FT LIZZO,70,UK,ASYLUM,BLAME IT ON YOUR LOVE,21,1
KYGO & RITA ORA,35,UK,COLUMBIA,CARRY ON,24,8
DAVE FT BURNA BOY,36,UK,DAVE NEIGHBOURHOOD,LOCATION,24,14
MARK RONSON FT LYKKE LI,37,UK,COLUMBIA,LATE NIGHT FEELINGS,24,9
LIL TECCA,75,UK,GALACTIC,RANSOM,25,1
CAMELPHAT & JAKE BUGG,76,UK,RCA,BE SOMEONE,25,2
JONAS BLUE FT THERESA REX,77,UK,POSITIVA,WHAT I LIKE ABOUT YOU,25,13
DJ KHALED FT SZA,78,UK,BLACK BUTTER/WE THE BEST,JUST US,25,4
STEEL BANGLEZ/TRACEY/MOSTACK,79,UK,GIFTED MUSIC/WARNER BROS,FASHION WEEK,25,13
MOSTACK & FREDO,80,UK,VIRGIN,I'M THE ONE,25,2
MARSHMELLO/TYGA/CHRIS BROWN,88,UK,JOYTIME/POSITIVA,LIGHT IT UP,19,2
VAMPIRE WEEKEND,89,UK,COLUMBIA,THIS LIFE,19,1
HALSEY,90,UK,CAPITOL,WITHOUT ME,19,30
LOUD LUXURY FT BRANDO,91,UK,ARMADA,BODY,19,48
DADDY YANKEE/KATY PERRY/SNOW,92,UK,VIRGIN,CON CALMA,19,6
CHAINSMOKERS & BEBE REXHA,50,UK,DISRUPTOR/PARLOPHONE,CALL YOU MINE,27,5
ALI GATIE,51,UK,WARNER RECORDS,IT'S YOU,27,2
SHAWN MENDES/CAMILA CABELLO,2,UK,EMI/SYCO MUSIC,SENORITA,29,4
ED SHEERAN FT STORMZY,3,UK,ASYLUM,TAKE ME BACK TO LONDON,29,1
TOM WALKER,87,UK,RELENTLESS,LEAVE A LIGHT ON,22,61
BENNY BLANCO/HALSEY/KHALID,88,UK,INTERSCOPE,EASTSIDE,22,46
MARTIN JENSEN & JAMES ARTHUR,89,UK,DISCOWAX,NOBODY,22,13
SHAWN MENDES/CAMILA CABELLO,1,UK,EMI/SYCO MUSIC,SENORITA,30,5
POLO G FT LIL TJAY,45,UK,COLUMBIA,POP OUT,26,6
TOM WALKER,46,UK,RELENTLESS,JUST YOU AND I,26,24
TIESTO/JONAS BLUE/RITA ORA,47,UK,VIRGIN,RITUAL,26,4
PINK FT CASH CASH,88,UK,RCA,CAN WE PRETEND,18,1
LOUD LUXURY FT BRANDO,89,UK,ARMADA,BODY,18,47
SL,90,UK,SL MUSIC,HOMAGE,18,1
FREYA RIDINGS,91,UK,GOOD SOLDIER,LOST WITHOUT YOU,18,42
SETTLE/GREATEST SHOWMAN ENS,92,UK,ATLANTIC,THIS IS ME,18,70
SIGRID,71,UK,ISLAND,DON'T FEEL LIKE CRYING,21,15
NSG FT TION WAYNE,72,UK,NSG,OPTIONS,21,21
MAHMOOD,73,UK,UNIVERSAL MUSIC ITALIA,SOLDI,21,1
MOSTACK,74,UK,VIRGIN,WILD,21,3
LANA DEL REY,75,UK,POLYDOR,DOIN' TIME,21,1
ONEREPUBLIC,76,UK,INTERSCOPE,RESCUE ME,21,1
ARIANA GRANDE,77,UK,REPUBLIC RECORDS,7 RINGS,21,18
BILLIE EILISH,78,UK,INTERSCOPE,YOU SHOULD SEE ME IN A CROWN,21,3
BASTILLE,79,UK,VIRGIN,JOY,21,3
CALVIN HARRIS & RAG'N'BONE MAN,38,UK,COLUMBIA,GIANT,24,22
MOSTACK & FREDO,39,UK,VIRGIN,I'M THE ONE,24,1
JONAS BROTHERS,40,UK,HOLLYWOOD,SUCKER,24,15
MARTIN GARRIX/MACKLEMORE/STUMP,41,UK,COLUMBIA,SUMMER DAYS,24,6
LIL DICKY,81,UK,CMSN,EARTH,25,9
HALSEY,82,UK,CAPITOL,NIGHTMARE,25,5
PINKFONG,93,UK,RELENTLESS,BABY SHARK,19,39
RITA ORA,94,UK,ATLANTIC,ONLY WANT YOU,19,11
FREYA RIDINGS,52,UK,GOOD SOLDIER,CASTLES,27,3
UNKNOWN T FT AJ TRACEY,53,UK,ISLAND,LEAVE DAT TRAP,27,1
KILLERS,54,UK,MERCURY,MR BRIGHTSIDE,27,209
MARK RONSON FT LYKKE LI,55,UK,COLUMBIA,LATE NIGHT FEELINGS,27,12
TOM WALKER,56,UK,RELENTLESS,JUST YOU AND I,27,25
DAVE & AJ TRACEY,57,UK,TROPICS,THIAGO SILVA,27,1
ED SHEERAN/CHANCE/PNB ROCK,4,UK,ASYLUM,CROSS ME,29,8
LEWIS CAPALDI,5,UK,EMI,HOLD ME WHILE YOU WAIT,29,11
AJ TRACEY,6,UK,AJ TRACEY,LADBROKE GROVE,29,20
MIST FT FREDO,7,UK,SINCE 93/WARNER RECORDS,SO HIGH,29,2
SIGALA & BECKY HILL,8,UK,MINISTRY OF SOUND,WISH YOU WELL,29,8
STORMZY,9,UK,MERKY/ATLANTIC,CROWN,29,4
LIL NAS X,10,UK,LIL NAS X,OLD TOWN ROAD,29,17
MABEL,11,UK,POLYDOR,MAD LOVE,29,6
POST MALONE/YOUNG THUG,12,UK,REPUBLIC RECORDS,GOODBYES,29,2
SETTLE/GREATEST SHOWMAN ENS,90,UK,ATLANTIC,THIS IS ME,22,73
BAZZI,91,UK,ATLANTIC,PARADISE,22,7
PINKFONG,92,UK,RELENTLESS,BABY SHARK,22,40
CALVIN HARRIS & SAM SMITH,93,UK,COLUMBIA,PROMISES,22,41
BECKY HILL & WEISS,94,UK,POLYDOR,I COULD GET USED TO THIS,22,4
QUEEN,95,UK,ISLAND,BOHEMIAN RHAPSODY,22,45
ARIANA GRANDE,96,UK,REPUBLIC RECORDS,BREAK UP WITH YOUR GIRLFRIEND I'M BORED,22,16
ED SHEERAN FT KHALID,2,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,30,4
ED SHEERAN & JUSTIN BIEBER,3,UK,ASYLUM/DEF JAM,I DON'T CARE,30,10
ED SHEERAN/CHANCE/PNB ROCK,4,UK,ASYLUM,CROSS ME,30,9
SKEPTA & NAFE SMALLZ,48,UK,BOY BETTER KNOW,GREAZE MODE,26,7
JONAS BROTHERS,49,UK,HOLLYWOOD,SUCKER,26,17
GERRY CINNAMON,50,UK,LITTLE RUNAWAY,CANTER,26,1
YK OSIRIS,93,UK,DEF JAM,WORTH IT,18,4
BUGZY MALONE,94,UK,ILL GOTTEN,M.E.N. II,18,1
YNW MELLY,95,UK,300 ENTERTAINMENT,MURDER ON MY MIND,18,11
TYGA,96,UK,LAST KINGS MUSIC,GODDAMN,18,1
PINKFONG,97,UK,RELENTLESS,BABY SHARK,18,38
POLO G FT LIL TJAY,80,UK,COLUMBIA,POP OUT,21,1
BAZZI,81,UK,ATLANTIC,PARADISE,21,6
MARSHMELLO FT BASTILLE,82,UK,POSITIVA,HAPPIER,21,40
SKEPTA,83,UK,BOY BETTER KNOW,BULLET FROM A GUN,21,2
AVICII/AGNES/VARGAS & LAGOLA,84,UK,POSITIVA,TOUGH LOVE,21,2
POLO G FT LIL TJAY,42,UK,COLUMBIA,POP OUT,24,4
TYLER THE CREATOR,43,UK,COLUMBIA,EARFQUAKE,24,4
TOM WALKER,44,UK,RELENTLESS,JUST YOU AND I,24,22
RUSS & TION WAYNE,45,UK,VIRGIN,KEISHA & BECKY,24,12
SAM SMITH & NORMANI,83,UK,CAPITOL,DANCING WITH A STRANGER,25,23
PINK,84,UK,RCA,WALK ME HOME,25,17
MARTIN GARRIX/MACKLEMORE/STUMP,95,UK,COLUMBIA,SUMMER DAYS,19,1
QUEEN,96,UK,ISLAND,BOHEMIAN RHAPSODY,19,43
NICKI MINAJ,58,UK,CASH MONEY/REPUBLIC RECORDS,MEGATRON,27,2
JONAS BROTHERS,59,UK,HOLLYWOOD,SUCKER,27,18
BECKY HILL & WEISS,60,UK,POLYDOR,I COULD GET USED TO THIS,27,9
DAVE FT BURNA BOY,13,UK,DAVE NEIGHBOURHOOD,LOCATION,29,19
LEWIS CAPALDI,14,UK,EMI,SOMEONE YOU LOVED,29,29
DOMINIC FIKE,15,UK,COLUMBIA,3 NIGHTS,29,11
BILLIE EILISH,16,UK,INTERSCOPE,BAD GUY,29,16
KYGO & WHITNEY HOUSTON,17,UK,COLUMBIA/KYGO,HIGHER LOVE,29,3
KREPT/KONAN/HEADIE ONE/K-TRAP,18,UK,VIRGIN,I SPY,29,1
LAUV & TROYE SIVAN,97,UK,LAUV,I'M SO TIRED,22,18
LOUD LUXURY FT BRANDO,98,UK,ARMADA,BODY,22,51
CALVIN HARRIS & DUA LIPA,99,UK,COLUMBIA/WARNER BROS,ONE KISS,22,53
YK OSIRIS,100,UK,DEF JAM,WORTH IT,22,8
SHAWN MENDES/CAMILA CABELLO,1,UK,EMI/SYCO MUSIC,SENORITA,28,3
BILLIE EILISH,5,UK,INTERSCOPE,BAD GUY,30,17
LEWIS CAPALDI,6,UK,EMI,HOLD ME WHILE YOU WAIT,30,12
AJ TRACEY,7,UK,AJ TRACEY,LADBROKE GROVE,30,21
MIST FT FREDO,8,UK,SINCE 93/WARNER RECORDS,SO HIGH,30,3
SIGALA & BECKY HILL,9,UK,MINISTRY OF SOUND,WISH YOU WELL,30,9
LIL NAS X,10,UK,LIL NAS X,OLD TOWN ROAD,30,18
SKEPTA FT J HUS,51,UK,BOY BETTER KNOW,WHAT DO YOU MEAN,26,4
GEORGE EZRA,52,UK,COLUMBIA,SHOTGUN,26,66
B YOUNG,53,UK,GAMETIME MUSIC,GUCCI DEMON,26,3
KHALID & JOHN MAYER,98,UK,RIGHT HAND MUSIC,OUTTA MY HEAD,18,4
LOYLE CARNER & JORJA SMITH,99,UK,EMI,LOOSE ENDS,18,3
KOFFEE,100,UK,COLUMBIA,TOAST,18,5
BENNY BLANCO/HALSEY/KHALID,85,UK,INTERSCOPE,EASTSIDE,21,45
LAUV & TROYE SIVAN,86,UK,LAUV,I'M SO TIRED,21,17
TOM WALKER,87,UK,RELENTLESS,LEAVE A LIGHT ON,21,60
FISHER,88,UK,GOOD COMPANY,YOU LITTLE BEAUTY,21,2
DAVID GUETTA FT RAYE,46,UK,PARLOPHONE,STAY (DON'T GO AWAY),24,5
MABEL,47,UK,POLYDOR,DON'T CALL ME UP,24,21
DA BEATFREAKZ/SWARMZ/DENO,48,UK,COLUMBIA,MOTOROLA,24,5
B YOUNG,49,UK,GAMETIME MUSIC,GUCCI DEMON,24,1
DIGGA D,50,UK,CGM,NO DIET,24,8
POST MALONE,85,UK,REPUBLIC RECORDS,WOW.,25,26
SAM FENDER,86,UK,POLYDOR,HYPERSONIC MISSILES,25,5
DERMOT KENNEDY,87,UK,ISLAND,OUTNUMBERED,25,1
AVA MAX,88,UK,ATLANTIC,SO AM I,25,15
FREYA RIDINGS,97,UK,GOOD SOLDIER,LOST WITHOUT YOU,19,43
CALVIN HARRIS & DUA LIPA,98,UK,COLUMBIA/WARNER BROS,ONE KISS,19,51
KOFFEE,99,UK,COLUMBIA,TOAST,19,6
GEKO/FRENCH MONTANA/AY EM,100,UK,3 BEAT,NEW MONEY,19,4
LIL TECCA,61,UK,GALACTIC,RANSOM,27,3
MABEL,62,UK,POLYDOR,DON'T CALL ME UP,27,24
YOUNG T & BUGSEY FT AITCH,19,UK,BLACK BUTTER,STRIKE A POSE,29,6
D-BLOCK EUROPE,20,UK,D BLOCK EUROPE,HOME P*SSY,29,2
TAYLOR SWIFT,21,UK,EMI,YOU NEED TO CALM DOWN,29,5
KATY PERRY,22,UK,VIRGIN,NEVER REALLY OVER,29,7
ED SHEERAN & JUSTIN BIEBER,2,UK,ASYLUM/DEF JAM,I DON'T CARE,28,9
ED SHEERAN FT KHALID,3,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,28,2
LEWIS CAPALDI,4,UK,EMI,HOLD ME WHILE YOU WAIT,28,10
POST MALONE/YOUNG THUG,5,UK,REPUBLIC RECORDS,GOODBYES,28,1
STORMZY,6,UK,MERKY/ATLANTIC,CROWN,28,3
MABEL,11,UK,POLYDOR,MAD LOVE,30,7
SAM SMITH,12,UK,CAPITOL,HOW DO YOU SLEEP,30,1
STORMZY,13,UK,MERKY/ATLANTIC,CROWN,30,5
DOMINIC FIKE,14,UK,COLUMBIA,3 NIGHTS,30,12
KYGO & WHITNEY HOUSTON,15,UK,COLUMBIA/KYGO,HIGHER LOVE,30,4
CHAINSMOKERS & BEBE REXHA,54,UK,DISRUPTOR/PARLOPHONE,CALL YOU MINE,26,4
LIL NAS X & CARDI B,55,UK,LIL NAS X,RODEO,26,1
KYGO & RITA ORA,56,UK,COLUMBIA,CARRY ON,26,10
DAVID GUETTA FT RAYE,57,UK,PARLOPHONE,STAY (DON'T GO AWAY),26,7
NAFE SMALLZ FT TORY LANEZ,58,UK,NAFE SMALLZ,GOOD LOVE,26,2
CAMELPHAT & JAKE BUGG,59,UK,RCA,BE SOMEONE,26,3
BECKY HILL & WEISS,89,UK,POLYDOR,I COULD GET USED TO THIS,21,3
MARK RONSON FT MILEY CYRUS,90,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,21,25
ARIANA GRANDE,91,UK,REPUBLIC RECORDS,BREAK UP WITH YOUR GIRLFRIEND I'M BORED,21,15
ED SHEERAN,92,UK,ASYLUM,PERFECT,21,105
CALVIN HARRIS & SAM SMITH,93,UK,COLUMBIA,PROMISES,21,40
SZA/WEEKND/TRAVIS SCOTT,94,UK,RCA,POWER IS POWER,21,5
AVA MAX,51,UK,ATLANTIC,SWEET BUT PSYCHO,24,34
ONEREPUBLIC,52,UK,INTERSCOPE,RESCUE ME,24,4
GEORGE EZRA,53,UK,COLUMBIA,SHOTGUN,24,64
BECKY HILL & WEISS,89,UK,POLYDOR,I COULD GET USED TO THIS,25,7
BILLIE EILISH,90,UK,INTERSCOPE,BURY A FRIEND,25,20
FREYA RIDINGS,91,UK,GOOD SOLDIER,CASTLES,25,1
ONE ACEN FT YUNGEN,92,UK,ATLANTIC,MISS DIVA,25,3
ED SHEERAN,93,UK,ASYLUM,PERFECT,25,109
FISHER,94,UK,GOOD COMPANY,YOU LITTLE BEAUTY,25,6
SKEPTA & NAFE SMALLZ,63,UK,BOY BETTER KNOW,GREAZE MODE,27,8
WILEY/STEFFLON DON/SEAN PAUL,64,UK,BMG,BOASTY,27,20
DAVID GUETTA FT RAYE,65,UK,PARLOPHONE,STAY (DON'T GO AWAY),27,8
K-TRAP,66,UK,BLACK BUTTER,BIG MOOD,27,1
SKEPTA FT J HUS,67,UK,BOY BETTER KNOW,WHAT DO YOU MEAN,27,5
AVICII FT ALOE BLACC,23,UK,Positiva,SOS,29,14
STORMZY,24,UK,MERKY,VOSSI BOP,29,12
CHRIS BROWN FT DRAKE,25,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,29,6
FREYA RIDINGS,26,UK,GOOD SOLDIER,CASTLES,29,5
LEWIS CAPALDI,27,UK,EMI,GRACE,29,35
JESS GLYNNE & JAX JONES,28,UK,ATLANTIC,ONE TOUCH,29,8
DRAKE FT RICK ROSS,29,UK,CASH MONEY/REPUBLIC RECORDS,MONEY IN THE GRAVE,29,5
SHAWN MENDES/CAMILA CABELLO,1,UK,EMI/SYCO MUSIC,SENORITA,31,6
LIL NAS X,7,UK,LIL NAS X,OLD TOWN ROAD,28,16
ED SHEERAN/CHANCE/PNB ROCK,8,UK,ASYLUM,CROSS ME,28,7
SIGALA & BECKY HILL,9,UK,MINISTRY OF SOUND,WISH YOU WELL,28,7
MABEL,10,UK,POLYDOR,MAD LOVE,28,5
MIST FT FREDO,11,UK,SINCE 93/WARNER RECORDS,SO HIGH,28,1
AJ TRACEY,12,UK,AJ TRACEY,LADBROKE GROVE,28,19
LEWIS CAPALDI,13,UK,EMI,SOMEONE YOU LOVED,28,28
KATY PERRY,14,UK,VIRGIN,NEVER REALLY OVER,28,6
DAVE FT BURNA BOY,16,UK,DAVE NEIGHBOURHOOD,LOCATION,30,20
POST MALONE/YOUNG THUG,17,UK,REPUBLIC RECORDS,GOODBYES,30,3
FREYA RIDINGS,18,UK,GOOD SOLDIER,CASTLES,30,6
LEWIS CAPALDI,19,UK,EMI,SOMEONE YOU LOVED,30,30
YOUNG T & BUGSEY FT AITCH,20,UK,BLACK BUTTER,STRIKE A POSE,30,7
KATY PERRY,21,UK,VIRGIN,NEVER REALLY OVER,30,8
LIZZO,60,UK,ATLANTIC,TRUTH HURTS,26,9
MABEL,61,UK,POLYDOR,DON'T CALL ME UP,26,23
LIL TECCA,62,UK,GALACTIC,RANSOM,26,2
DADDY YANKEE/KATY PERRY/SNOW,95,UK,VIRGIN,CON CALMA,21,8
MADISON BEER,96,UK,FIRST ACCESS ENTERTAINMENT,DEAR SOCIETY,21,1
OCTAVIAN FT MICHAEL PHANTOM,97,UK,BLACK BUTTER,BET,21,12
WILEY/STEFFLON DON/SEAN PAUL,54,UK,BMG,BOASTY,24,17
MARK RONSON FT CAMILA CABELLO,55,UK,COLUMBIA,FIND U AGAIN,24,2
LADY GAGA & BRADLEY COOPER,56,UK,INTERSCOPE,SHALLOW,24,37
CHAINSMOKERS & BEBE REXHA,57,UK,DISRUPTOR/PARLOPHONE,CALL YOU MINE,24,2
MARSHMELLO FT CHVRCHES,58,UK,JOYTIME/POSITIVA,HERE WITH ME,24,14
KHALID,59,UK,RIGHT HAND MUSIC,TALK,24,18
LIZZO,60,UK,ATLANTIC,TRUTH HURTS,24,7
MARSHMELLO FT BASTILLE,95,UK,POSITIVA,HAPPIER,25,44
MACHINE GUN KELLY/YUNGBLUD,96,UK,INTERSCOPE,I THINK I'M OKAY,25,1
BTS & HALSEY,97,UK,ASTRALWERKS/BIGHIT ENT,BOY WITH LUV,25,10
SKEPTA,98,UK,BOY BETTER KNOW,BULLET FROM A GUN,25,6
DADDY YANKEE/KATY PERRY/SNOW,99,UK,VIRGIN,CON CALMA,25,12
NAOMI SCOTT,100,UK,WALT DISNEY,SPEECHLESS (FULL),25,4
LOGIC FT EMINEM,68,UK,DEF JAM,HOMICIDE,27,7
DERMOT KENNEDY,69,UK,ISLAND,OUTNUMBERED,27,3
B YOUNG,70,UK,GAMETIME MUSIC,GUCCI DEMON,27,4
MARK RONSON FT CAMILA CABELLO,30,UK,COLUMBIA,FIND U AGAIN,29,7
JAY1,31,UK,GRM,MOCKING IT,29,4
LIL NAS X,32,UK,LIL NAS X,PANINI,29,4
MARTIN GARRIX/MACKLEMORE/STUMP,33,UK,COLUMBIA,SUMMER DAYS,29,11
LITTLE MIX,34,UK,RCA,BOUNCE BACK,29,5
MEDUZA FT GOODBOYS,35,UK,POLYDOR,PIECE OF YOUR HEART,29,18
ED SHEERAN FT KHALID,2,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,31,5
ED SHEERAN & JUSTIN BIEBER,3,UK,ASYLUM/DEF JAM,I DON'T CARE,31,11
AJ TRACEY,4,UK,AJ TRACEY,LADBROKE GROVE,31,22
AVICII FT ALOE BLACC,15,UK,Positiva,SOS,28,13
CHRIS BROWN FT DRAKE,16,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,28,5
TAYLOR SWIFT,17,UK,EMI,YOU NEED TO CALM DOWN,28,4
AVICII FT ALOE BLACC,22,UK,Positiva,SOS,30,15
STORMZY,23,UK,MERKY,VOSSI BOP,30,13
ONEREPUBLIC,63,UK,INTERSCOPE,RESCUE ME,26,6
TYLER THE CREATOR,64,UK,COLUMBIA,EARFQUAKE,26,6
AVA MAX,65,UK,ATLANTIC,SWEET BUT PSYCHO,26,36
JAYKAE & AITCH FT BOWZER BOSS,98,UK,DOING BITS,ON THE WAY HOME,21,3
YK OSIRIS,99,UK,DEF JAM,WORTH IT,21,7
LOUD LUXURY FT BRANDO,100,UK,ARMADA,BODY,21,50
BTS & CHARLI XCX,61,UK,BIGHIT ENTERTAINMENT,DREAM GLOW,24,1
POST MALONE FT SWAE LEE,62,UK,REPUBLIC RECORDS,SUNFLOWER,24,34
SKEPTA,63,UK,BOY BETTER KNOW,BULLET FROM A GUN,24,5
JONAS BROTHERS,64,UK,REPUBLIC RECORDS,ONLY HUMAN,24,1
NOT3S,65,UK,COLUMBIA,WANTING,24,7
CAMELPHAT & JAKE BUGG,71,UK,RCA,BE SOMEONE,27,4
ASHLEY O,72,UK,RCA,ON A ROLL,27,3
JAMES ARTHUR,73,UK,COLUMBIA,FALLING LIKE THE STARS,27,8
LIL NAS X & CARDI B,74,UK,LIL NAS X,RODEO,27,2
MILEY CYRUS,36,UK,RCA,MOTHER'S DAUGHTER,29,7
REMEDEE FT NOT3S & YOUNG ADZ,37,UK,COLUMBIA,LOVE OF MY LIFE,29,1
YOUNG THUG/J COLE/TRAVIS SCOTT,38,UK,ATLANTIC,THE LONDON,29,8
LIZZO,39,UK,ATLANTIC,TRUTH HURTS,29,12
BILLIE EILISH,5,UK,INTERSCOPE,BAD GUY,31,18
LEWIS CAPALDI,6,UK,EMI,HOLD ME WHILE YOU WAIT,31,13
ED SHEERAN/CHANCE/PNB ROCK,7,UK,ASYLUM,CROSS ME,31,10
DOMINIC FIKE,8,UK,COLUMBIA,3 NIGHTS,31,13
STORMZY,18,UK,MERKY,VOSSI BOP,28,11
DOMINIC FIKE,19,UK,COLUMBIA,3 NIGHTS,28,10
TAYLOR SWIFT,24,UK,EMI,YOU NEED TO CALM DOWN,30,6
D-BLOCK EUROPE,25,UK,D BLOCK EUROPE,HOME P*SSY,30,3
CHRIS BROWN FT DRAKE,26,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,30,7
BECKY HILL & WEISS,66,UK,POLYDOR,I COULD GET USED TO THIS,26,8
WILEY/STEFFLON DON/SEAN PAUL,67,UK,BMG,BOASTY,26,19
STEFFLON DON FT LIL BABY,68,UK,POLYDOR,PHONE DOWN,26,1
DERMOT KENNEDY,69,UK,ISLAND,OUTNUMBERED,26,2
TYGA FT J BALVIN & CHRIS BROWN,66,UK,LAST KINGS MUSIC,HAUTE,24,1
BASTILLE,67,UK,VIRGIN,JOY,24,6
AVA MAX,75,UK,ATLANTIC,SWEET BUT PSYCHO,27,37
NAFE SMALLZ FT TORY LANEZ,76,UK,NAFE SMALLZ,GOOD LOVE,27,3
RUSS & TION WAYNE,77,UK,VIRGIN,KEISHA & BECKY,27,15
POST MALONE FT SWAE LEE,78,UK,REPUBLIC RECORDS,SUNFLOWER,27,37
TIESTO/JONAS BLUE/RITA ORA,40,UK,VIRGIN,RITUAL,29,7
DAVE & AJ TRACEY,41,UK,TROPICS,THIAGO SILVA,29,3
NSG,42,UK,NSG,OT BOP,29,8
CALVIN HARRIS & RAG'N'BONE MAN,43,UK,COLUMBIA,GIANT,29,27
ELLIE GOULDING & JUICE WRLD,44,UK,POLYDOR,HATE ME,29,3
MIST FT FREDO,9,UK,SINCE 93/WARNER RECORDS,SO HIGH,31,4
KYGO & WHITNEY HOUSTON,10,UK,COLUMBIA/KYGO,HIGHER LOVE,31,5
D-BLOCK EUROPE,20,UK,D BLOCK EUROPE,HOME P*SSY,28,1
YOUNG T & BUGSEY FT AITCH,21,UK,BLACK BUTTER,STRIKE A POSE,28,5
DRAKE FT RICK ROSS,22,UK,CASH MONEY/REPUBLIC RECORDS,MONEY IN THE GRAVE,28,4
BILLIE EILISH,23,UK,INTERSCOPE,BAD GUY,28,15
MARK RONSON FT CAMILA CABELLO,27,UK,COLUMBIA,FIND U AGAIN,30,8
TIESTO/JONAS BLUE/RITA ORA,28,UK,VIRGIN,RITUAL,30,8
LIL NAS X,29,UK,LIL NAS X,PANINI,30,5
RUSS & TION WAYNE,70,UK,VIRGIN,KEISHA & BECKY,26,14
LADY GAGA & BRADLEY COOPER,71,UK,INTERSCOPE,SHALLOW,26,39
DA BEATFREAKZ/SWARMZ/DENO,72,UK,COLUMBIA,MOTOROLA,26,7
JONAS BROTHERS,73,UK,REPUBLIC RECORDS,ONLY HUMAN,26,3
LIL DICKY,68,UK,CMSN,EARTH,24,8
CAMELPHAT & JAKE BUGG,69,UK,RCA,BE SOMEONE,24,1
JONAS BLUE FT THERESA REX,70,UK,POSITIVA,WHAT I LIKE ABOUT YOU,24,12
HALSEY,71,UK,CAPITOL,NIGHTMARE,24,4
PANIC AT THE DISCO,72,UK,FUELED BY RAMEN,HIGH HOPES,24,48
STEEL BANGLEZ/TRACEY/MOSTACK,73,UK,GIFTED MUSIC/WARNER BROS,FASHION WEEK,24,12
AVA MAX,74,UK,ATLANTIC,SO AM I,24,14
STEFFLON DON FT LIL BABY,79,UK,POLYDOR,PHONE DOWN,27,2
JONAS BROTHERS,80,UK,REPUBLIC RECORDS,ONLY HUMAN,27,4
TAYLOR SWIFT FT BRENDON URIE,81,UK,EMI,ME,27,10
LADY GAGA & BRADLEY COOPER,82,UK,INTERSCOPE,SHALLOW,27,40
GERRY CINNAMON,83,UK,LITTLE RUNAWAY,CANTER,27,2
LIL TECCA,45,UK,GALACTIC,RANSOM,29,5
POLO G FT LIL TJAY,46,UK,COLUMBIA,POP OUT,29,9
GEORGE EZRA,47,UK,COLUMBIA,SHOTGUN,29,69
SAM SMITH,11,UK,CAPITOL,HOW DO YOU SLEEP,31,2
SIGALA & BECKY HILL,12,UK,MINISTRY OF SOUND,WISH YOU WELL,31,10
