artist,chart_position,country,production_house,title,week,weeks_on_chart
LIL NAS X,13,UK,LIL NAS X,OLD TOWN ROAD,31,19
DAVE FT BURNA BOY,14,UK,DAVE NEIGHBOURHOOD,LOCATION,31,21
JESS GLYNNE & JAX JONES,24,UK,ATLANTIC,ONE TOUCH,28,7
LEWIS CAPALDI,25,UK,EMI,GRACE,28,34
KYGO & WHITNEY HOUSTON,26,UK,COLUMBIA/KYGO,HIGHER LOVE,28,2
LITTLE MIX,27,UK,RCA,BOUNCE BACK,28,4
JAY1,28,UK,GRM,MOCKING IT,28,3
LEWIS CAPALDI,30,UK,EMI,GRACE,30,36
DRAKE FT RICK ROSS,31,UK,CASH MONEY/REPUBLIC RECORDS,MONEY IN THE GRAVE,30,6
KREPT/KONAN/HEADIE ONE/K-TRAP,32,UK,VIRGIN,I SPY,30,2
MARTIN GARRIX/MACKLEMORE/STUMP,33,UK,COLUMBIA,SUMMER DAYS,30,12
JAY1,34,UK,GRM,MOCKING IT,30,5
JESS GLYNNE & JAX JONES,35,UK,ATLANTIC,ONE TOUCH,30,9
POST MALONE FT SWAE LEE,74,UK,REPUBLIC RECORDS,SUNFLOWER,26,36
ELLIE GOULDING,75,UK,POLYDOR,SIXTEEN,26,11
ZARA LARSSON,76,UK,BLACK BUTTER/EPIC/TEN,ALL THE TIME,26,1
ALI GATIE,77,UK,WARNER RECORDS,IT'S YOU,26,1
T MULLA FT HARDY CAPRIO,78,UK,1WAY ENTERTAINMENT T MULLA,DROPTOP,26,1
BASTILLE,79,UK,VIRGIN,JOY,26,8
DJ KHALED FT SZA,75,UK,BLACK BUTTER/WE THE BEST,JUST US,24,3
SAM FENDER,76,UK,POLYDOR,HYPERSONIC MISSILES,24,4
CARDI B,77,UK,ATLANTIC,PRESS,24,2
BILLIE EILISH,78,UK,INTERSCOPE,BURY A FRIEND,24,19
SAM SMITH & NORMANI,79,UK,CAPITOL,DANCING WITH A STRANGER,24,22
POST MALONE,80,UK,REPUBLIC RECORDS,WOW.,24,25
BECKY HILL & WEISS,81,UK,POLYDOR,I COULD GET USED TO THIS,24,6
ELLIE GOULDING,84,UK,POLYDOR,SIXTEEN,27,12
DA BEATFREAKZ/SWARMZ/DENO,85,UK,COLUMBIA,MOTOROLA,27,8
LADY GAGA & BRADLEY COOPER,48,UK,INTERSCOPE,SHALLOW,29,42
AVICII,49,UK,POSITIVA,HEAVEN,29,6
BUGZY MALONE FT AITCH,50,UK,BSOMEBODY,KILOS,29,4
ALI GATIE,51,UK,WARNER RECORDS,IT'S YOU,29,4
CRAIG DAVID,52,UK,INSANITY/SPEAKERBOX RECORDINGS,WHEN YOU KNOW WHAT LOVE IS,29,2
5 SECONDS OF SUMMER,53,UK,POLYDOR,EASIER,29,8
MABEL,15,UK,POLYDOR,MAD LOVE,31,8
POST MALONE/YOUNG THUG,16,UK,REPUBLIC RECORDS,GOODBYES,31,4
CHRIS BROWN FT DRAKE,17,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,31,8
FREYA RIDINGS,18,UK,GOOD SOLDIER,CASTLES,31,7
STORMZY,19,UK,MERKY/ATLANTIC,CROWN,31,6
YOUNG T & BUGSEY FT AITCH,20,UK,BLACK BUTTER,STRIKE A POSE,31,8
JOEL CORRY,21,UK,PERFECT HAVOC,SORRY,31,4
MILEY CYRUS,29,UK,RCA,MOTHER'S DAUGHTER,28,6
LIL NAS X,30,UK,LIL NAS X,PANINI,28,3
ELLIE GOULDING & JUICE WRLD,36,UK,POLYDOR,HATE ME,30,4
MEDUZA FT GOODBOYS,37,UK,POLYDOR,PIECE OF YOUR HEART,30,19
JOEL CORRY,38,UK,PERFECT HAVOC,SORRY,30,3
LIZZO,39,UK,ATLANTIC,TRUTH HURTS,30,13
LIL TECCA,40,UK,GALACTIC,RANSOM,30,6
LITTLE MIX,41,UK,RCA,BOUNCE BACK,30,6
DRAKE,80,UK,CASH MONEY/REPUBLIC RECORDS,OMERTA,26,2
MOSTACK FT DAVE & J HUS,81,UK,VIRGIN,STINKING RICH,26,3
MARSHMELLO FT CHVRCHES,82,UK,JOYTIME/POSITIVA,HERE WITH ME,26,16
PINK,83,UK,RCA,WALK ME HOME,26,18
KHALID,84,UK,RIGHT HAND MUSIC,TALK,26,20
BTS & HALSEY,82,UK,ASTRALWERKS/BIGHIT ENT,BOY WITH LUV,24,9
LOGIC FT EMINEM,83,UK,DEF JAM,HOMICIDE,24,6
PINK,84,UK,RCA,WALK ME HOME,24,16
MARSHMELLO FT CHVRCHES,86,UK,JOYTIME/POSITIVA,HERE WITH ME,27,17
ZARA LARSSON,87,UK,BLACK BUTTER/EPIC/TEN,ALL THE TIME,27,2
MARK RONSON FT MILEY CYRUS,88,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,27,30
PANIC AT THE DISCO,89,UK,FUELED BY RAMEN,HIGH HOPES,27,51
JONAS BLUE FT THERESA REX,90,UK,POSITIVA,WHAT I LIKE ABOUT YOU,27,15
KHALID,91,UK,RIGHT HAND MUSIC,TALK,27,21
JOEL CORRY,54,UK,PERFECT HAVOC,SORRY,29,2
DERMOT KENNEDY,55,UK,ISLAND,OUTNUMBERED,29,5
BECKY HILL & WEISS,56,UK,POLYDOR,I COULD GET USED TO THIS,29,11
JAX JONES/MARTIN SOLVEIG/BEER,57,UK,POLYDOR,ALL DAY AND NIGHT,29,16
TOM WALKER,58,UK,RELENTLESS,JUST YOU AND I,29,27
JAX JONES & BEBE REXHA,59,UK,POLYDOR,HARDER,29,1
LEWIS CAPALDI,22,UK,EMI,SOMEONE YOU LOVED,31,31
LIL TECCA,23,UK,GALACTIC,RANSOM,31,7
KATY PERRY,24,UK,VIRGIN,NEVER REALLY OVER,31,9
MARK RONSON FT CAMILA CABELLO,31,UK,COLUMBIA,FIND U AGAIN,28,6
MEDUZA FT GOODBOYS,32,UK,POLYDOR,PIECE OF YOUR HEART,28,17
MARTIN GARRIX/MACKLEMORE/STUMP,33,UK,COLUMBIA,SUMMER DAYS,28,10
BEYONCE/SAINT JHN/WIZKID,42,UK,RCA,BROWN SKIN GIRL,30,1
YOUNG THUG/J COLE/TRAVIS SCOTT,43,UK,ATLANTIC,THE LONDON,30,9
MILEY CYRUS,44,UK,RCA,MOTHER'S DAUGHTER,30,8
GEORGE EZRA,45,UK,COLUMBIA,SHOTGUN,30,70
CALVIN HARRIS & RAG'N'BONE MAN,46,UK,COLUMBIA,GIANT,30,28
DERMOT KENNEDY,47,UK,ISLAND,OUTNUMBERED,30,6
FREYA RIDINGS,85,UK,GOOD SOLDIER,CASTLES,26,2
PANIC AT THE DISCO,86,UK,FUELED BY RAMEN,HIGH HOPES,26,50
ASHLEY O,87,UK,RCA,ON A ROLL,26,2
JONAS BLUE FT THERESA REX,88,UK,POSITIVA,WHAT I LIKE ABOUT YOU,26,14
SAM SMITH & NORMANI,89,UK,CAPITOL,DANCING WITH A STRANGER,26,24
TIESTO/JONAS BLUE/RITA ORA,85,UK,VIRGIN,RITUAL,24,2
ONE ACEN FT YUNGEN,86,UK,ATLANTIC,MISS DIVA,24,2
NAOMI SCOTT,87,UK,WALT DISNEY,SPEECHLESS (FULL),24,3
DADDY YANKEE/KATY PERRY/SNOW,88,UK,VIRGIN,CON CALMA,24,11
ED SHEERAN,89,UK,ASYLUM,PERFECT,24,108
FISHER,90,UK,GOOD COMPANY,YOU LITTLE BEAUTY,24,5
BASTILLE,92,UK,VIRGIN,JOY,27,9
PINK,93,UK,RCA,WALK ME HOME,27,19
TYLER THE CREATOR,94,UK,COLUMBIA,EARFQUAKE,27,7
PLUG FT DAPPY & TORY LANEZ,60,UK,THE PLUG,NOT TODAY,29,3
CHRIS BROWN/JUSTIN BIEBER/INK,61,UK,CHRIS BROWN ENTERTAINMENT/RCA,DON'T CHECK ON ME,29,3
CHAINSMOKERS & BEBE REXHA,62,UK,DISRUPTOR/PARLOPHONE,CALL YOU MINE,29,7
MABEL,63,UK,POLYDOR,DON'T CALL ME UP,29,26
AVICII FT ALOE BLACC,25,UK,Positiva,SOS,31,16
TIESTO/JONAS BLUE/RITA ORA,26,UK,VIRGIN,RITUAL,31,9
STORMZY,27,UK,MERKY,VOSSI BOP,31,14
TAYLOR SWIFT,28,UK,EMI,YOU NEED TO CALM DOWN,31,7
LIL NAS X,29,UK,LIL NAS X,PANINI,31,6
FREYA RIDINGS,34,UK,GOOD SOLDIER,CASTLES,28,4
YOUNG THUG/J COLE/TRAVIS SCOTT,35,UK,ATLANTIC,THE LONDON,28,7
DAVE & AJ TRACEY,36,UK,TROPICS,THIAGO SILVA,28,2
LIZZO,37,UK,ATLANTIC,TRUTH HURTS,28,11
DAVE FT BURNA BOY,38,UK,DAVE NEIGHBOURHOOD,LOCATION,28,18
REMEDEE FT NOT3S & YOUNG ADZ,48,UK,COLUMBIA,LOVE OF MY LIFE,30,2
ALI GATIE,49,UK,WARNER RECORDS,IT'S YOU,30,5
NSG,50,UK,NSG,OT BOP,30,9
NOT3S,90,UK,COLUMBIA,WANTING,26,9
MARK RONSON FT MILEY CYRUS,91,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,26,29
TION WAYNE FT SWARMZ,92,UK,VIRGIN,DRIVE BY,26,2
POST MALONE,93,UK,REPUBLIC RECORDS,WOW.,26,27
BILLIE EILISH,91,UK,INTERSCOPE,YOU SHOULD SEE ME IN A CROWN,24,6
MARSHMELLO FT BASTILLE,92,UK,POSITIVA,HAPPIER,24,43
TOM WALKER,93,UK,RELENTLESS,LEAVE A LIGHT ON,24,63
JONAS BROTHERS,94,UK,POLYDOR,COOL,24,7
BENNY BLANCO/HALSEY/KHALID,95,UK,INTERSCOPE,EASTSIDE,24,48
MARK RONSON FT MILEY CYRUS,96,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,24,28
Y2K & BBNOS,95,UK,Y2K,LALALA,27,1
MARSHMELLO FT KANE BROWN,96,UK,JOYTIME COLLECTIVE/RCA,ONE THING RIGHT,27,2
SAM SMITH & NORMANI,97,UK,CAPITOL,DANCING WITH A STRANGER,27,25
NF,98,UK,EMI,WHEN I GROW UP,27,1
BILLIE EILISH,99,UK,INTERSCOPE,BURY A FRIEND,27,21
STEEL BANGLEZ/TRACEY/MOSTACK,100,UK,GIFTED MUSIC/WARNER BROS,FASHION WEEK,27,15
POST MALONE FT SWAE LEE,64,UK,REPUBLIC RECORDS,SUNFLOWER,29,39
Y2K & BBNOS,65,UK,COLUMBIA,LALALA,29,3
MARK RONSON FT CAMILA CABELLO,30,UK,COLUMBIA,FIND U AGAIN,31,9
D-BLOCK EUROPE,31,UK,D BLOCK EUROPE,HOME P*SSY,31,4
DRAKE FT RICK ROSS,32,UK,CASH MONEY/REPUBLIC RECORDS,MONEY IN THE GRAVE,31,7
NSG,39,UK,NSG,OT BOP,28,7
BUGZY MALONE FT AITCH,40,UK,BSOMEBODY,KILOS,28,3
TIESTO/JONAS BLUE/RITA ORA,41,UK,VIRGIN,RITUAL,28,6
HEADIE ONE FT SKEPTA,42,UK,RELENTLESS,BACK TO BASICS,28,1
CALVIN HARRIS & RAG'N'BONE MAN,43,UK,COLUMBIA,GIANT,28,26
DAVE & AJ TRACEY,51,UK,TROPICS,THIAGO SILVA,30,4
POLO G FT LIL TJAY,52,UK,COLUMBIA,POP OUT,30,10
PLUG/D BLOCK EUROPE/OFFSET,53,UK,THE PLUG,RICH,30,3
LADY GAGA & BRADLEY COOPER,54,UK,INTERSCOPE,SHALLOW,30,43
AVICII,55,UK,POSITIVA,HEAVEN,30,7
STEEL BANGLEZ/TRACEY/MOSTACK,94,UK,GIFTED MUSIC/WARNER BROS,FASHION WEEK,26,14
MARSHMELLO FT KANE BROWN,95,UK,JOYTIME COLLECTIVE/RCA,ONE THING RIGHT,26,1
ED SHEERAN,96,UK,ASYLUM,PERFECT,26,110
SAM FENDER,97,UK,POLYDOR,HYPERSONIC MISSILES,26,6
DADDY YANKEE/KATY PERRY/SNOW,98,UK,VIRGIN,CON CALMA,26,13
NSG FT TION WAYNE,97,UK,NSG,OPTIONS,24,24
JAY1,98,UK,GRM,YOUR MRS,24,11
PINKFONG,99,UK,RELENTLESS,BABY SHARK,24,42
SETTLE/GREATEST SHOWMAN ENS,100,UK,ATLANTIC,THIS IS ME,24,75
MOSTACK FT STORMZY,66,UK,VIRGIN,SHINE GIRL,29,7
WILEY/TORY LANEZ/KRANIUM/DAPPY,67,UK,RELENTLESS,MY ONE,29,2
JONAS BROTHERS,68,UK,HOLLYWOOD,SUCKER,29,20
ELLIE GOULDING & JUICE WRLD,33,UK,POLYDOR,HATE ME,31,5
LIZZO,34,UK,ATLANTIC,TRUTH HURTS,31,14
JAY1,35,UK,GRM,MOCKING IT,31,6
JESS GLYNNE & JAX JONES,36,UK,ATLANTIC,ONE TOUCH,31,10
KREPT/KONAN/HEADIE ONE/K-TRAP,37,UK,VIRGIN,I SPY,31,3
ELLIE GOULDING & JUICE WRLD,44,UK,POLYDOR,HATE ME,28,2
POLO G FT LIL TJAY,45,UK,COLUMBIA,POP OUT,28,8
CHRIS BROWN/JUSTIN BIEBER/INK,46,UK,CHRIS BROWN ENTERTAINMENT/RCA,DON'T CHECK ON ME,28,2
AVICII,47,UK,POSITIVA,HEAVEN,28,5
5 SECONDS OF SUMMER,48,UK,POLYDOR,EASIER,28,7
BEYONCE/JAY-Z/CHILDISH GAMBINO,56,UK,RCA,MOOD 4 EVA,30,1
TOM WALKER,57,UK,RELENTLESS,JUST YOU AND I,30,28
CHARLI XCX/CHRISTINE & QUEENS,58,UK,ASYLUM,GONE,30,1
BEYONCE,59,UK,WALT DISNEY,SPIRIT,30,2
AVA MAX,99,UK,ATLANTIC,SO AM I,26,16
MACHINE GUN KELLY/YUNGBLUD,100,UK,INTERSCOPE,I THINK I'M OKAY,26,2
AVA MAX,69,UK,ATLANTIC,SWEET BUT PSYCHO,29,39
ZARA LARSSON,70,UK,BLACK BUTTER/EPIC/TEN,ALL THE TIME,29,4
HEADIE ONE FT SKEPTA,71,UK,RELENTLESS,BACK TO BASICS,29,2
MARK RONSON FT LYKKE LI,72,UK,COLUMBIA,LATE NIGHT FEELINGS,29,14
WILEY/STEFFLON DON/SEAN PAUL,73,UK,BMG,BOASTY,29,22
RUSS & TION WAYNE,74,UK,VIRGIN,KEISHA & BECKY,29,17
CAMELPHAT & JAKE BUGG,75,UK,RCA,BE SOMEONE,29,6
MARTIN GARRIX/MACKLEMORE/STUMP,38,UK,COLUMBIA,SUMMER DAYS,31,13
LITTLE MIX,39,UK,RCA,BOUNCE BACK,31,7
MEDUZA FT GOODBOYS,40,UK,POLYDOR,PIECE OF YOUR HEART,31,20
DERMOT KENNEDY,41,UK,ISLAND,OUTNUMBERED,31,7
PLUG FT DAPPY & TORY LANEZ,49,UK,THE PLUG,NOT TODAY,28,2
LIL TECCA,50,UK,GALACTIC,RANSOM,28,4
GEORGE EZRA,51,UK,COLUMBIA,SHOTGUN,28,68
ALI GATIE,52,UK,WARNER RECORDS,IT'S YOU,28,3
BECKY HILL & WEISS,60,UK,POLYDOR,I COULD GET USED TO THIS,30,12
JAX JONES/MARTIN SOLVEIG/BEER,61,UK,POLYDOR,ALL DAY AND NIGHT,30,17
5 SECONDS OF SUMMER,62,UK,POLYDOR,EASIER,30,9
BUGZY MALONE FT AITCH,63,UK,BSOMEBODY,KILOS,30,5
JAX JONES & BEBE REXHA,64,UK,POLYDOR,HARDER,30,2
STEFFLON DON FT LIL BABY,76,UK,POLYDOR,PHONE DOWN,29,4
SHAWN MENDES,77,UK,EMI,IF I CAN'T HAVE YOU,29,11
GERRY CINNAMON,78,UK,LITTLE RUNAWAY,CANTER,29,4
TOM WALKER FT ZARA LARSSON,79,UK,RELENTLESS,NOW YOU'RE GONE,29,3
BEYONCE,80,UK,WALT DISNEY,SPIRIT,29,1
NICKI MINAJ,81,UK,CASH MONEY/REPUBLIC RECORDS,MEGATRON,29,4
RICK ROSS FT DRAKE,42,UK,EPIC,GOLD ROSES,31,1
TAYLOR SWIFT,43,UK,EMI,THE ARCHER,31,2
GEORGE EZRA,44,UK,COLUMBIA,SHOTGUN,31,71
JAX JONES & BEBE REXHA,45,UK,POLYDOR,HARDER,31,3
BEYONCE/SAINT JHN/WIZKID,46,UK,RCA,BROWN SKIN GIRL,31,2
ALI GATIE,47,UK,WARNER RECORDS,IT'S YOU,31,6
JAX JONES/MARTIN SOLVEIG/BEER,53,UK,POLYDOR,ALL DAY AND NIGHT,28,15
MOSTACK FT STORMZY,54,UK,VIRGIN,SHINE GIRL,28,6
BECKY HILL & WEISS,55,UK,POLYDOR,I COULD GET USED TO THIS,28,10
TOM WALKER,56,UK,RELENTLESS,JUST YOU AND I,28,26
CHAINSMOKERS & BEBE REXHA,57,UK,DISRUPTOR/PARLOPHONE,CALL YOU MINE,28,6
DERMOT KENNEDY,58,UK,ISLAND,OUTNUMBERED,28,4
CRAIG DAVID,59,UK,INSANITY/SPEAKERBOX RECORDINGS,WHEN YOU KNOW WHAT LOVE IS,28,1
POST MALONE FT SWAE LEE,65,UK,REPUBLIC RECORDS,SUNFLOWER,30,40
Y2K & BBNOS,66,UK,COLUMBIA,LALALA,30,4
MABEL,67,UK,POLYDOR,DON'T CALL ME UP,30,27
CRAIG DAVID,68,UK,INSANITY/SPEAKERBOX RECORDINGS,WHEN YOU KNOW WHAT LOVE IS,30,3
B YOUNG,82,UK,GAMETIME MUSIC,GUCCI DEMON,29,6
DIGGA D & RUSS SPLASH,83,UK,VIRGIN,MR SHEEEN,29,4
KILLERS,84,UK,MERCURY,MR BRIGHTSIDE,29,211
PANIC AT THE DISCO,85,UK,FUELED BY RAMEN,HIGH HOPES,29,53
SKEPTA FT J HUS,86,UK,BOY BETTER KNOW,WHAT DO YOU MEAN,29,7
CALVIN HARRIS & RAG'N'BONE MAN,48,UK,COLUMBIA,GIANT,31,29
LIAM GALLAGHER,49,UK,WARNER RECORDS,ONCE,31,1
Y2K & BBNOS,50,UK,COLUMBIA,LALALA,31,5
JONAS BROTHERS,60,UK,HOLLYWOOD,SUCKER,28,19
MABEL,61,UK,POLYDOR,DON'T CALL ME UP,28,25
WILEY/TORY LANEZ/KRANIUM/DAPPY,69,UK,RELENTLESS,MY ONE,30,3
ZARA LARSSON,70,UK,BLACK BUTTER/EPIC/TEN,ALL THE TIME,30,5
AVA MAX,71,UK,ATLANTIC,SWEET BUT PSYCHO,30,40
JONAS BROTHERS,87,UK,REPUBLIC RECORDS,ONLY HUMAN,29,6
SAM FELDT FT RANI,88,UK,SPINNIN',POST MALONE,29,2
LADY GAGA & BRADLEY COOPER,51,UK,INTERSCOPE,SHALLOW,31,44
MILEY CYRUS,52,UK,RCA,MOTHER'S DAUGHTER,31,9
KENNY ALLSTAR FT DIGDAT,62,UK,COLUMBIA,FRIDAY,28,1
DIGGA D & RUSS SPLASH,63,UK,VIRGIN,MR SHEEEN,28,3
POST MALONE FT SWAE LEE,64,UK,REPUBLIC RECORDS,SUNFLOWER,28,38
ASHLEY O,65,UK,RCA,ON A ROLL,28,4
WILEY/STEFFLON DON/SEAN PAUL,66,UK,BMG,BOASTY,28,21
ED SHEERAN FT STORMZY,1,UK,ASYLUM,TAKE ME BACK TO LONDON,36,6
CAMELPHAT & JAKE BUGG,72,UK,RCA,BE SOMEONE,30,7
JONAS BROTHERS,73,UK,HOLLYWOOD,SUCKER,30,21
NAFE SMALLZ FT YXNG BANE,74,UK,OZONE MUSIC,FAKE LOVE,30,1
SHAWN MENDES,75,UK,EMI,IF I CAN'T HAVE YOU,30,12
PLUG FT DAPPY & TORY LANEZ,76,UK,THE PLUG,NOT TODAY,30,4
GERRY CINNAMON,77,UK,LITTLE RUNAWAY,CANTER,30,5
CHRIS BROWN/JUSTIN BIEBER/INK,78,UK,CHRIS BROWN ENTERTAINMENT/RCA,DON'T CHECK ON ME,30,4
MOSTACK FT STORMZY,79,UK,VIRGIN,SHINE GIRL,30,8
CHAINSMOKERS & BEBE REXHA,80,UK,DISRUPTOR/PARLOPHONE,CALL YOU MINE,30,8
DAVID GUETTA & MARTIN SOLVEIG,89,UK,PARLOPHONE,THING FOR YOU,29,1
MARSHMELLO FT KANE BROWN,90,UK,JOYTIME COLLECTIVE/RCA,ONE THING RIGHT,29,4
KENNY ALLSTAR FT DIGDAT,91,UK,COLUMBIA,FRIDAY,29,2
UNKNOWN T FT AJ TRACEY,92,UK,ISLAND,LEAVE DAT TRAP,29,3
PLUG/D BLOCK EUROPE/OFFSET,93,UK,THE PLUG,RICH,29,2
PINKFONG,94,UK,RELENTLESS,BABY SHARK,29,43
PLUG/D BLOCK EUROPE/OFFSET,53,UK,THE PLUG,RICH,31,4
REMEDEE FT NOT3S & YOUNG ADZ,54,UK,COLUMBIA,LOVE OF MY LIFE,31,3
BECKY HILL & WEISS,55,UK,POLYDOR,I COULD GET USED TO THIS,31,13
SHAWN MENDES,67,UK,EMI,IF I CAN'T HAVE YOU,28,10
KILLERS,68,UK,MERCURY,MR BRIGHTSIDE,28,210
NICKI MINAJ,69,UK,CASH MONEY/REPUBLIC RECORDS,MEGATRON,28,3
MARK RONSON FT LYKKE LI,70,UK,COLUMBIA,LATE NIGHT FEELINGS,28,13
CAMELPHAT & JAKE BUGG,71,UK,RCA,BE SOMEONE,28,5
RUSS & TION WAYNE,72,UK,VIRGIN,KEISHA & BECKY,28,16
KYGO & WHITNEY HOUSTON,2,UK,COLUMBIA/KYGO,HIGHER LOVE,36,10
AITCH,3,UK,SINCE 93,TASTE (MAKE IT SHAKE),36,5
AJ TRACEY,4,UK,AJ TRACEY,LADBROKE GROVE,36,27
DOMINIC FIKE,5,UK,COLUMBIA,3 NIGHTS,36,18
JOEL CORRY,6,UK,PERFECT HAVOC,SORRY,36,9
LIL TECCA,7,UK,GALACTIC,RANSOM,36,12
RUSS & TION WAYNE,81,UK,VIRGIN,KEISHA & BECKY,30,18
WILEY/STEFFLON DON/SEAN PAUL,82,UK,BMG,BOASTY,30,23
SAM FELDT FT RANI,83,UK,SPINNIN',POST MALONE,30,3
PANIC AT THE DISCO,84,UK,FUELED BY RAMEN,HIGH HOPES,30,54
TOM WALKER FT ZARA LARSSON,85,UK,RELENTLESS,NOW YOU'RE GONE,30,4
MARK RONSON FT LYKKE LI,86,UK,COLUMBIA,LATE NIGHT FEELINGS,30,15
KHALID,95,UK,RIGHT HAND MUSIC,TALK,29,22
TAYLOR SWIFT FT BRENDON URIE,96,UK,EMI,ME,29,11
HARDY CAPRIO & DIGDAT,97,UK,VIRGIN,GUTEN TAG,29,11
ASHLEY O,98,UK,RCA,ON A ROLL,29,5
SAM FELDT FT RANI,56,UK,SPINNIN',POST MALONE,31,4
DAVE & AJ TRACEY,57,UK,TROPICS,THIAGO SILVA,31,5
TOM WALKER,58,UK,RELENTLESS,JUST YOU AND I,31,29
AVICII,59,UK,POSITIVA,HEAVEN,31,8
ZARA LARSSON,60,UK,BLACK BUTTER/EPIC/TEN,ALL THE TIME,31,6
SHAWN MENDES/CAMILA CABELLO,1,UK,EMI/SYCO MUSIC,SENORITA,33,8
LADY GAGA & BRADLEY COOPER,73,UK,INTERSCOPE,SHALLOW,28,41
B YOUNG,74,UK,GAMETIME MUSIC,GUCCI DEMON,28,5
AVA MAX,75,UK,ATLANTIC,SWEET BUT PSYCHO,28,38
SKEPTA & NAFE SMALLZ,76,UK,BOY BETTER KNOW,GREAZE MODE,28,9
MARK RONSON FT MILEY CYRUS,77,UK,COLUMBIA,NOTHING BREAKS LIKE A HEART,28,31
UNKNOWN T FT AJ TRACEY,78,UK,ISLAND,LEAVE DAT TRAP,28,2
JAMES ARTHUR,79,UK,COLUMBIA,FALLING LIKE THE STARS,28,9
Y2K & BBNOS,80,UK,Y2K,LALALA,28,2
STEFFLON DON FT LIL BABY,81,UK,POLYDOR,PHONE DOWN,28,3
WILEY/TORY LANEZ/KRANIUM/DAPPY,82,UK,RELENTLESS,MY ONE,28,1
ZARA LARSSON,83,UK,BLACK BUTTER/EPIC/TEN,ALL THE TIME,28,3
SAM SMITH,8,UK,CAPITOL,HOW DO YOU SLEEP,36,7
MIST FT FREDO,9,UK,SINCE 93/WARNER RECORDS,SO HIGH,36,9
YOUNG T & BUGSEY FT AITCH,10,UK,BLACK BUTTER,STRIKE A POSE,36,13
POST MALONE,11,UK,REPUBLIC RECORDS,CIRCLES,36,1
SHAWN MENDES/CAMILA CABELLO,12,UK,EMI/SYCO MUSIC,SENORITA,36,11
BEYONCE/GLOVER/EICHNER/ROGEN,87,UK,WALT DISNEY,CAN YOU FEEL THE LOVE TONIGHT,30,1
JONAS BLUE FT THERESA REX,88,UK,POSITIVA,WHAT I LIKE ABOUT YOU,30,18
MARSHMELLO FT KANE BROWN,89,UK,JOYTIME COLLECTIVE/RCA,ONE THING RIGHT,30,5
KILLERS,90,UK,MERCURY,MR BRIGHTSIDE,30,212
SAM SMITH & NORMANI,91,UK,CAPITOL,DANCING WITH A STRANGER,30,26
TAYLOR SWIFT FT BRENDON URIE,92,UK,EMI,ME,30,12
B YOUNG,93,UK,GAMETIME MUSIC,GUCCI DEMON,30,7
JONAS BLUE FT THERESA REX,99,UK,POSITIVA,WHAT I LIKE ABOUT YOU,29,17
FISHER,100,UK,GOOD COMPANY,YOU LITTLE BEAUTY,29,7
JAX JONES/MARTIN SOLVEIG/BEER,61,UK,POLYDOR,ALL DAY AND NIGHT,31,18
LEWIS CAPALDI,62,UK,EMI,GRACE,31,37
POST MALONE FT SWAE LEE,63,UK,REPUBLIC RECORDS,SUNFLOWER,31,41
MABEL,64,UK,POLYDOR,DON'T CALL ME UP,31,28
CAMELPHAT & JAKE BUGG,65,UK,RCA,BE SOMEONE,31,8
ED SHEERAN FT KHALID,2,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,33,7
DOMINIC FIKE,3,UK,COLUMBIA,3 NIGHTS,33,15
AITCH,4,UK,SINCE 93,TASTE (MAKE IT SHAKE),33,2
KYGO & WHITNEY HOUSTON,5,UK,COLUMBIA/KYGO,HIGHER LOVE,33,7
SKEPTA FT J HUS,84,UK,BOY BETTER KNOW,WHAT DO YOU MEAN,28,6
TOM WALKER FT ZARA LARSSON,85,UK,RELENTLESS,NOW YOU'RE GONE,28,2
JONAS BROTHERS,86,UK,REPUBLIC RECORDS,ONLY HUMAN,28,5
LIL NAS X & CARDI B,87,UK,LIL NAS X,RODEO,28,3
DAVID GUETTA FT RAYE,88,UK,PARLOPHONE,STAY (DON'T GO AWAY),28,9
MARSHMELLO FT KANE BROWN,89,UK,JOYTIME COLLECTIVE/RCA,ONE THING RIGHT,28,3
HEADIE ONE,13,UK,RELENTLESS,BOTH,36,3
POST MALONE FT YOUNG THUG,14,UK,REPUBLIC RECORDS,GOODBYES,36,9
MABEL,15,UK,POLYDOR,MAD LOVE,36,13
SAM FELDT FT RANI,16,UK,SPINNIN',POST MALONE,36,9
ARIANA GRANDE & SOCIAL HOUSE,17,UK,POLYDOR/REPUBLIC RECORDS,BOYFRIEND,36,5
JORJA SMITH FT BURNA BOY,18,UK,FAMM,BE HONEST,36,3
STEFFLON DON FT LIL BABY,94,UK,POLYDOR,PHONE DOWN,30,5
HEADIE ONE FT SKEPTA,95,UK,RELENTLESS,BACK TO BASICS,30,3
PINKFONG,96,UK,RELENTLESS,BABY SHARK,30,44
DIGGA D & RUSS SPLASH,97,UK,VIRGIN,MR SHEEEN,30,5
WILEY/TORY LANEZ/KRANIUM/DAPPY,66,UK,RELENTLESS,MY ONE,31,4
BUGZY MALONE FT AITCH,67,UK,BSOMEBODY,KILOS,31,6
AVA MAX,68,UK,ATLANTIC,SWEET BUT PSYCHO,31,41
AJ TRACEY,6,UK,AJ TRACEY,LADBROKE GROVE,33,24
